anomaly_id,date,entity,metric,method,expected_value,actual_value,anomaly_score,severity
inventory_change|IQR|Dubai Distribution Center|2017-03-06 00:00:00|794,2017-03-06,Dubai Distribution Center,inventory_change,IQR,-84.0,1357.0,11.166666666666666,High
inventory_change|IQR|Dubai Distribution Center|2015-10-06 00:00:00|277,2015-10-06,Dubai Distribution Center,inventory_change,IQR,-84.0,1355.0,11.148148148148149,High
inventory_change|IQR|Dubai Distribution Center|2015-04-07 00:00:00|95,2015-04-07,Dubai Distribution Center,inventory_change,IQR,-84.0,1355.0,11.148148148148149,High
inventory_change|IQR|Dubai Distribution Center|2016-05-30 00:00:00|514,2016-05-30,Dubai Distribution Center,inventory_change,IQR,-84.0,1350.0,11.101851851851851,High
inventory_change|IQR|Dubai Distribution Center|2016-05-05 00:00:00|489,2016-05-05,Dubai Distribution Center,inventory_change,IQR,-84.0,1349.0,11.092592592592593,High
inventory_change|IQR|Dubai Distribution Center|2016-01-20 00:00:00|383,2016-01-20,Dubai Distribution Center,inventory_change,IQR,-84.0,1347.0,11.074074074074074,High
inventory_change|IQR|Dubai Distribution Center|2017-04-29 00:00:00|848,2017-04-29,Dubai Distribution Center,inventory_change,IQR,-84.0,1346.0,11.064814814814815,High
inventory_change|IQR|Dubai Distribution Center|2015-12-26 00:00:00|358,2015-12-26,Dubai Distribution Center,inventory_change,IQR,-84.0,1345.0,11.055555555555555,High
inventory_change|IQR|Dubai Distribution Center|2016-09-08 00:00:00|615,2016-09-08,Dubai Distribution Center,inventory_change,IQR,-84.0,1343.0,11.037037037037036,High
inventory_change|IQR|Dubai Distribution Center|2015-11-28 00:00:00|330,2015-11-28,Dubai Distribution Center,inventory_change,IQR,-84.0,1342.0,11.027777777777779,High
inventory_change|IQR|Dubai Distribution Center|2015-02-15 00:00:00|44,2015-02-15,Dubai Distribution Center,inventory_change,IQR,-84.0,1342.0,11.027777777777779,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2015-04-30 00:00:00|116,2015-04-30,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,25.0,11.0,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2015-06-15 00:00:00|162,2015-06-15,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,25.0,11.0,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2015-07-24 00:00:00|201,2015-07-24,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,25.0,11.0,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2015-08-12 00:00:00|220,2015-08-12,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,25.0,11.0,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2016-05-25 00:00:00|507,2016-05-25,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,25.0,11.0,High
inventory_change|IQR|Dubai Distribution Center|2015-05-02 00:00:00|120,2015-05-02,Dubai Distribution Center,inventory_change,IQR,-84.0,1338.0,10.99074074074074,High
inventory_change|IQR|Dubai Distribution Center|2016-07-19 00:00:00|564,2016-07-19,Dubai Distribution Center,inventory_change,IQR,-84.0,1334.0,10.953703703703704,High
inventory_change|IQR|Dubai Distribution Center|2016-06-23 00:00:00|538,2016-06-23,Dubai Distribution Center,inventory_change,IQR,-84.0,1326.0,10.87962962962963,High
inventory_change|IQR|Dubai Distribution Center|2017-06-22 00:00:00|902,2017-06-22,Dubai Distribution Center,inventory_change,IQR,-84.0,1323.0,10.851851851851851,High
inventory_change|IQR|Dubai Distribution Center|2015-09-11 00:00:00|252,2015-09-11,Dubai Distribution Center,inventory_change,IQR,-84.0,1312.0,10.75,High
inventory_change|IQR|Dubai Distribution Center|2015-08-16 00:00:00|226,2015-08-16,Dubai Distribution Center,inventory_change,IQR,-84.0,1308.0,10.712962962962964,High
inventory_change|IQR|Dubai Distribution Center|2015-05-28 00:00:00|146,2015-05-28,Dubai Distribution Center,inventory_change,IQR,-84.0,1290.0,10.546296296296296,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2016-01-21 00:00:00|382,2016-01-21,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,24.0,10.5,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2016-01-03 00:00:00|364,2016-01-03,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,24.0,10.5,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2016-09-28 00:00:00|633,2016-09-28,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,24.0,10.5,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2016-10-30 00:00:00|665,2016-10-30,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,24.0,10.5,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2017-02-24 00:00:00|782,2017-02-24,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,24.0,10.5,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2015-11-16 00:00:00|316,2015-11-16,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,22.0,9.5,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2018-01-02 00:00:00|1094,2018-01-02,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,22.0,9.5,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2017-01-22 00:00:00|749,2017-01-22,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,21.0,9.0,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2015-10-07 00:00:00|276,2015-10-07,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,20.0,8.5,High
inventory_change|IQR|Dubai Distribution Center|2017-10-03 00:00:00|1005,2017-10-03,Dubai Distribution Center,inventory_change,IQR,-84.0,-1171.0,8.24074074074074,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2017-12-02 00:00:00|1063,2017-12-02,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,19.0,8.0,High
daily_sales|IQR|Network|2017-10-30 00:00:00|1033,2017-10-30,Network,daily_sales,IQR,122569.795,400122.74,7.738153337668341,High
daily_sales|IQR|Network|2017-10-28 00:00:00|1031,2017-10-28,Network,daily_sales,IQR,122569.795,396422.48,7.609484892951896,High
daily_sales|IQR|Network|2017-10-27 00:00:00|1030,2017-10-27,Network,daily_sales,IQR,122569.795,394768.76,7.551980398565967,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2018-01-03 00:00:00|1095,2018-01-03,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,-20.0,7.5,High
daily_sales|IQR|Network|2017-10-29 00:00:00|1032,2017-10-29,Network,daily_sales,IQR,122569.795,391690.02,7.444923951860518,High
inventory_change|Z-Score|Dubai Distribution Center|2017-01-15 00:00:00|744,2017-01-15,Dubai Distribution Center,inventory_change,Z-Score,-1.1655430711610486,2202.0,7.413723820725408,High
inventory_change|Z-Score|Sharjah Distribution Center|2016-10-30 00:00:00|667,2016-10-30,Sharjah Distribution Center,inventory_change,Z-Score,-0.4535928143712575,1064.0,7.384767558449772,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2015-01-18 00:00:00|16,2015-01-18,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1749.0,7.282950329331805,High
inventory_change|Z-Score|Dubai Distribution Center|2017-09-09 00:00:00|981,2017-09-09,Dubai Distribution Center,inventory_change,Z-Score,-1.1655430711610486,2148.0,7.232012061671158,High
inventory_change|Z-Score|Sharjah Distribution Center|2016-03-04 00:00:00|427,2016-03-04,Sharjah Distribution Center,inventory_change,Z-Score,-0.4535928143712575,1036.0,7.190514381953939,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2015-05-03 00:00:00|121,2015-05-03,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1705.0,7.099811202849611,High
inventory_change|Z-Score|Ajman Distribution Center|2016-11-02 00:00:00|670,2016-11-02,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,2199.0,7.005804160489614,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2018-03-02 00:00:00|1153,2018-03-02,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,17.0,7.0,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2017-09-15 00:00:00|985,2017-09-15,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,17.0,7.0,High
inventory_change|Z-Score|Ajman Distribution Center|2016-01-29 00:00:00|392,2016-01-29,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,2180.0,6.945297733128163,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2015-02-13 00:00:00|42,2015-02-13,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1656.0,6.8958608119944405,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2015-05-30 00:00:00|148,2015-05-30,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1647.0,6.858400536123083,High
daily_sales|Z-Score|Network|2017-10-30 00:00:00|1033,2017-10-30,Network,daily_sales,Z-Score,111022.27135276534,400122.74,6.444573935730811,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2015-12-07 00:00:00|337,2015-12-07,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,32.0,6.4432878756257965,High
daily_sales|Z-Score|Network|2017-10-28 00:00:00|1031,2017-10-28,Network,daily_sales,Z-Score,111022.27135276534,396422.48,6.362088427274146,High
inventory_change|IQR|Dubai Distribution Center|2017-10-02 00:00:00|1004,2017-10-02,Dubai Distribution Center,inventory_change,IQR,-84.0,836.0,6.342592592592593,High
daily_sales|Z-Score|Network|2017-10-27 00:00:00|1030,2017-10-27,Network,daily_sales,Z-Score,111022.27135276534,394768.76,6.325224008275223,High
inventory_change|IQR|Sharjah Distribution Center|2016-05-04 00:00:00|488,2016-05-04,Sharjah Distribution Center,inventory_change,IQR,-35.0,346.0,6.322222222222222,High
inventory_change|IQR|Dubai Distribution Center|2016-01-15 00:00:00|378,2016-01-15,Dubai Distribution Center,inventory_change,IQR,-84.0,833.0,6.314814814814815,High
daily_sales|Z-Score|Network|2017-10-29 00:00:00|1032,2017-10-29,Network,daily_sales,Z-Score,111022.27135276534,391690.02,6.256593308187696,High
inventory_change|IQR|Sharjah Distribution Center|2017-12-09 00:00:00|1072,2017-12-09,Sharjah Distribution Center,inventory_change,IQR,-35.0,342.0,6.233333333333333,High
inventory_change|IQR|Dubai Distribution Center|2017-08-17 00:00:00|958,2017-08-17,Dubai Distribution Center,inventory_change,IQR,-84.0,822.0,6.212962962962963,High
inventory_change|IQR|Dubai Distribution Center|2017-02-06 00:00:00|766,2017-02-06,Dubai Distribution Center,inventory_change,IQR,-84.0,821.0,6.203703703703703,High
inventory_change|Z-Score|Ajman Distribution Center|2017-10-03 00:00:00|1005,2017-10-03,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,-1948.0,6.200519748349255,High
inventory_change|IQR|Dubai Distribution Center|2016-02-08 00:00:00|402,2016-02-08,Dubai Distribution Center,inventory_change,IQR,-84.0,816.0,6.157407407407407,High
daily_sales|IQR|Network|2017-10-26 00:00:00|1029,2017-10-26,Network,daily_sales,IQR,122569.795,352083.62,6.067698057243001,High
inventory_change|IQR|Sharjah Distribution Center|2015-09-10 00:00:00|251,2015-09-10,Sharjah Distribution Center,inventory_change,IQR,-35.0,334.0,6.055555555555555,High
inventory_change|IQR|Dubai Distribution Center|2017-06-04 00:00:00|884,2017-06-04,Dubai Distribution Center,inventory_change,IQR,-84.0,800.0,6.0092592592592595,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2018-01-12 00:00:00|1104,2018-01-12,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,15.0,6.0,High
inventory_change|IQR|Ras Al Khaimah Distribution Center|2017-07-07 00:00:00|915,2017-07-07,Ras Al Khaimah Distribution Center,inventory_change,IQR,0.0,15.0,6.0,High
inventory_change|Z-Score|Dubai Distribution Center|2016-04-09 00:00:00|463,2016-04-09,Dubai Distribution Center,inventory_change,Z-Score,-1.1655430711610486,1773.0,5.970124846016645,High
inventory_change|IQR|Dubai Distribution Center|2016-12-23 00:00:00|721,2016-12-23,Dubai Distribution Center,inventory_change,IQR,-84.0,793.0,5.944444444444445,High
inventory_change|IQR|Dubai Distribution Center|2015-08-06 00:00:00|216,2015-08-06,Dubai Distribution Center,inventory_change,IQR,-84.0,793.0,5.944444444444445,High
inventory_change|Z-Score|Dubai Distribution Center|2015-01-19 00:00:00|17,2015-01-19,Dubai Distribution Center,inventory_change,Z-Score,-1.1655430711610486,1762.0,5.93310948769078,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2016-07-08 00:00:00|551,2016-07-08,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,29.0,5.839400034532236,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2015-04-06 00:00:00|92,2015-04-06,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,29.0,5.839400034532236,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2015-03-09 00:00:00|64,2015-03-09,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,29.0,5.839400034532236,High
inventory_change|IQR|Dubai Distribution Center|2016-04-22 00:00:00|476,2016-04-22,Dubai Distribution Center,inventory_change,IQR,-84.0,780.0,5.824074074074074,High
inventory_change|IQR|Dubai Distribution Center|2016-12-01 00:00:00|699,2016-12-01,Dubai Distribution Center,inventory_change,IQR,-84.0,779.0,5.814814814814815,High
inventory_change|IQR|Dubai Distribution Center|2016-08-26 00:00:00|602,2016-08-26,Dubai Distribution Center,inventory_change,IQR,-84.0,771.0,5.7407407407407405,High
inventory_change|IQR|Dubai Distribution Center|2016-08-02 00:00:00|578,2016-08-02,Dubai Distribution Center,inventory_change,IQR,-84.0,771.0,5.7407407407407405,High
inventory_change|IQR|Dubai Distribution Center|2015-10-16 00:00:00|287,2015-10-16,Dubai Distribution Center,inventory_change,IQR,-84.0,770.0,5.731481481481482,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2017-09-23 00:00:00|995,2017-09-23,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1368.0,5.697131984110992,High
inventory_change|IQR|Dubai Distribution Center|2016-10-14 00:00:00|651,2016-10-14,Dubai Distribution Center,inventory_change,IQR,-84.0,766.0,5.694444444444445,High
inventory_change|IQR|Dubai Distribution Center|2015-02-04 00:00:00|33,2015-02-04,Dubai Distribution Center,inventory_change,IQR,-84.0,765.0,5.685185185185185,High
inventory_change|IQR|Dubai Distribution Center|2016-07-08 00:00:00|553,2016-07-08,Dubai Distribution Center,inventory_change,IQR,-84.0,764.0,5.675925925925926,High
inventory_change|IQR|Dubai Distribution Center|2015-05-11 00:00:00|129,2015-05-11,Dubai Distribution Center,inventory_change,IQR,-84.0,762.0,5.657407407407407,High
inventory_change|IQR|Dubai Distribution Center|2017-06-30 00:00:00|910,2017-06-30,Dubai Distribution Center,inventory_change,IQR,-84.0,761.0,5.648148148148148,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2015-12-04 00:00:00|336,2015-12-04,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1355.0,5.643022696741253,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2016-04-30 00:00:00|482,2016-04-30,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,28.0,5.63810408750105,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2015-05-19 00:00:00|135,2015-05-19,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,28.0,5.63810408750105,High
inventory_change|Z-Score|Ras Al Khaimah Distribution Center|2017-01-02 00:00:00|729,2017-01-02,Ras Al Khaimah Distribution Center,inventory_change,Z-Score,-0.009029345372460496,28.0,5.63810408750105,High
inventory_change|IQR|Dubai Distribution Center|2015-03-24 00:00:00|81,2015-03-24,Dubai Distribution Center,inventory_change,IQR,-84.0,754.0,5.583333333333333,High
inventory_change|IQR|Dubai Distribution Center|2016-11-09 00:00:00|677,2016-11-09,Dubai Distribution Center,inventory_change,IQR,-84.0,753.0,5.574074074074074,High
inventory_change|IQR|Dubai Distribution Center|2016-09-20 00:00:00|627,2016-09-20,Dubai Distribution Center,inventory_change,IQR,-84.0,752.0,5.564814814814815,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2016-12-22 00:00:00|720,2016-12-22,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1334.0,5.555615386374751,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2017-06-02 00:00:00|882,2017-06-02,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1328.0,5.530641869127179,High
inventory_change|Z-Score|Ajman Distribution Center|2016-02-25 00:00:00|419,2016-02-25,Ajman Distribution Center,inventory_change,Z-Score,-0.9361861861861862,1733.0,5.521804415729808,High
inventory_change|IQR|Dubai Distribution Center|2015-05-31 00:00:00|149,2015-05-31,Dubai Distribution Center,inventory_change,IQR,-84.0,747.0,5.518518518518518,High
inventory_change|IQR|Dubai Distribution Center|2015-11-06 00:00:00|308,2015-11-06,Dubai Distribution Center,inventory_change,IQR,-84.0,744.0,5.4907407407407405,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2017-01-19 00:00:00|748,2017-01-19,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1317.0,5.484857087506631,High
inventory_change|IQR|Dubai Distribution Center|2017-04-17 00:00:00|836,2017-04-17,Dubai Distribution Center,inventory_change,IQR,-84.0,743.0,5.481481481481482,High
inventory_change|IQR|Dubai Distribution Center|2015-07-12 00:00:00|191,2015-07-12,Dubai Distribution Center,inventory_change,IQR,-84.0,743.0,5.481481481481482,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2015-07-22 00:00:00|201,2015-07-22,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1316.0,5.480694834632036,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2016-08-08 00:00:00|584,2016-08-08,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1316.0,5.480694834632036,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2015-10-12 00:00:00|283,2015-10-12,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1315.0,5.47653258175744,High
inventory_change|Z-Score|Abu Dhabi Distribution Center|2017-08-25 00:00:00|966,2017-08-25,Abu Dhabi Distribution Center,inventory_change,Z-Score,-0.7616191904047976,1314.0,5.472370328882845,High
inventory_change|IQR|Dubai Distribution Center|2016-03-04 00:00:00|427,2016-03-04,Dubai Distribution Center,inventory_change,IQR,-84.0,742.0,5.472222222222222,High
